name,inn
"ЗАО ""КОНСУЛЬТАНТ ПЛЮС""",7702044361
"АО ""РУНА""",7702194399
"АО ""ГИС-АСУПРОЕКТ""",7702284290
"АО ""ФЛЕКССОФТ""",7702345922
"АО ""СИНЕРГИЯ""",7702391615
"АО ""ГИМЛЕ КОНСАЛТИНГ""",7703420611
"АО ""РПК""",7703592900
"АО ""АПСТРИМ СОЛЮШЕНС""",7704313002
"АНО ""ЦКИТ""",7704372311
"АО ""КОЛУМБУС""",7705142568
"АО ""ЭКСПЕРТ СОЛЮШНС""",7705466450
"АО ""НПО ""НЭПТ""",7705648040
"АО ""КОНСУЛЬТАНТ ПЛЮС - НОВЫЕ ТЕХНОЛОГИИ""",7706148354
"АО ""КОРПОРАЦИЯ ГАЛАКТИКА""",7707140573
"АО ""СПЕКТР""",7707527700
"АО ""ПРАВОТЕХ""",7708095468
"АО ""АКАДЕМИЯ ДОКУМЕНТООБОРОТА""",7708364343
"АО ""КОБРАЗЗ""",7708405261
"АО ""ТЕХНОЛОГИИ ЛОГИСТИКИ""",7708421908
"АО ""АИР""",7708807115
ИСП РАН,7709006125
"АО ""АВТОИНЖИНИРИНГ""",7709406740
"АО ""АМОЦРМ""",7709477879
"АО ""ИНФОТЕКС""",7710013769
"АО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""КРОНОС - ИНФОРМ""",7710296027
"АО ""МБКИ""",7710606134
"АО ""СОЛА""",7710633392
"АО ""ДЭШБОРД СИСТЕМС""",7710901309
"ЗАО ""КОМТЕХ-Н""",7712075009
"АО ""ЛАБОРАТОРИЯ КАСПЕРСКОГО""",7713140469
"АО ""СБК""",7713424132
"АО ""ИНФОВОТЧ""",7713515534
"АО ""СИГНАЛ-КОМ""",7714028893
"АО  ""HПО ОПЫТ""",7714102360
"АО ""СКС""",7714109831
"АО ""АУДИТ-ЭСКОРТ""",7714114704
"ЗАО ""КОМПАНИЯ ИНФОРМКОНТАКТ """,7714176683
"АО ""ЦИФРОВЫЕ МИРЫ""",7714314157
"АО ""СИСТЕМЫ УПРАВЛЕНИЯ""",7714524933
"АО ""ВИТАСОФТ""",7714614506
"АО ""МТЦ""",7714694100
"АО ""ПМ""",7714706154
"АО ""ГАЛАКТИКА ПРО""",7714763000
"АО ""БЕЛЛ ИНТЕГРАТОР""",7714923230
"АО ""МОБИЛЬНЫЕ ВИДЕОРЕШЕНИЯ""",7717670869
"АО ""ПОЗИТИВ ТЕКНОЛОДЖИЗ""",7718668887
"АО ""ЭХД""",7718914123
"АО ""НБИ""",7719033375
"АО ""ЭР-СТАЙЛ СОФТЛАБ""",7719198440
"АО ""БИФИТ""",7719617469
"АО ""ИНФОСОФТ""",7720657032
МИТ - МЫ ИТ,7720859286
"АО ""АЙТИ АКТИВ""",7720898285
"АО ""СПАРГО ТЕХНОЛОГИИ""",7722144124
"АО ""НОВАЯ АФИНА""",7722159459
"АО ""ПРОГРАМБАНК""",7722283167
"АО ""СИСОФТ ДЕВЕЛОПМЕНТ""",7722570620
"АО ""ФЛАНТ""",7723661439
"АО ""ЦОБД""",7723718653
"АО ""СОФТЛАЙН СОЛЮШН""",7724277190
"АО ""ИНГРУС""",7724286565
"АО ""ИНТЕГРО ТЕКНОЛОДЖИЗ""",7725168525
"АО ""СИСОФТ РАЗРАБОТКА""",7725354105
"АО ""ИКСДИ СОФТ""",7725757249
"АО ""СИСТЕМЫ УПРАВЛЕНИЯ СЕВЕРО-ЗАПАД""",7726568237
"АО ""ТОП СИСТЕМЫ""",7726601967
"АО ""ЮНИКОН АП""",7726711416
"АО ""ГРУППА Т-1""",7727048336
"ЗАО ""КОНСУЛЬТАНТ ПЛЮС - СЕТЕВЫЕ ТЕХНОЛОГИИ""",7727538556
"ЗАО ""КОНСУЛЬТАНТ ПЛЮС - ПРОГРАММНЫЕ ТЕХНОЛОГИИ""",7727561869
"АО ""ВИНВЕСТОР""",7728450760
"АО ""ОТ-ОЙЛ""",7728679990
"АО ""ТЕХНОЛОГИЯ ЗДОРОВЬЯ""",7728865041
"АО ""ЦИТТС""",7729020569
"АО ""АЛТЭКС-СОФТ""",7729587936
"АО ""АЙКУМЕН ИБС""",7729602052
"АО ""СИНТЕЛС""",7729707986
"АО ""ЦМД-СОФТ""",7730172816
"АО ""НЕТРИС""",7730545793
"АО ""ФИРМА НТЦ КАМИ""",7733091756
"АО ""БЭЛЛ ИНТЕГРАТОР""",7733180847
"АО ""ГНИВЦ""",7733284010
"АО ""СИНАПС ТЕХНОЛОДЖИ""",7733371584
"АО ""СИНИМЕКС-ИНФОРМАТИКА""",7734148839
"АО ""НИЦ""",7734437950
"АО ""РТ СК""",7734479485
"АО ""НТЦ ИТ РОСА""",7735201059
"АО ""БОСС. КАДРОВЫЕ СИСТЕМЫ""",7735500387
"АО ""ФИНАНСОВЫЕ ПЛАТФОРМЫ""",7735522775
"АО ""ИМПЕДАНС""",7735574830
"АО ""СТЕК СОФТ""",7736214942
"АО ""СБЕРТЕХ""",7736632467
"АО ""ИИТ""",7743020560
"АО ""ИВА360""",7743314440
"АО ""ФИНТЕК СИСТЕМС""",7743478390
"АО ""КОРП СОФТ""",7743813810
"АО ""НЭКСАЙН""",7801019126
"ООО ""БЮДЖЕТ-ИНФОРМ""",7801145258
"ООО ""АЛГОРИТМ УСПЕХА""",7801274510
"ООО ""ВИИРОУТЕ РНД""",7801280722
"ООО ""БИЗНЕС-СИСТЕМЫ""",7801325998
"АО ""СПИИРАН - НТБВТ""",7801376008
"ООО ""АЛЕЕ СОФТВЕР""",7801400620
"ООО ""АВИМЭП""",7801428619
"ООО ""БТК""",7801517033
"ООО ""АСКОН-СИСТЕМЫ ПРОЕКТИРОВАНИЯ""",7801619483
"ООО ""АСТРОСОФТ-БИЗНЕС-СИСТЕМЫ""",7801660210
"ООО ""АИ ТЕСТ""",7801692042
"АО ""РИВС-ЦИФРА""",7801719079
"ООО ""АЙТИ-АЛЬЯНС""",7802273044
"ООО ""ВИЖЕН-СОФТ""",7802433724
"ООО ""АИТ""",7802579610
"АО ""МОРФБИТС""",7802671888
"ООО ""АВИАСЕЙЛС""",7802675794
"ООО ""АКРИБИЯ. ИССЛЕДОВАНИЯ И РАЗРАБОТКИ""",7802879558
"ООО ""АВАТЕК""",7802942898
"ЗАО ""ДИДЖИТАЛ ДИЗАЙН""",7803009412
"АО ""РАМАКС ИНТЕРНЕЙШНЛ""",7804018868
"АО ""РЦЗИ ""ФОРТ""",7804301346
"ООО ""АЙТИ С """,7804361377
"АО ""РЕЙТИНГОВОЕ АГЕНТСТВО АЙ ДИ""",7804394118
"ООО ""АЙТИ КУБ""",7804429850
"АО ""НИИ ПС""",7804454896
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИРИТ""",7804681546
"АО ""КЛАУДРАН""",7804715379
"ООО ""БЮДЖЕТ ГРУПП""",7805570790
"ООО ""АСП-КОНСАЛТ""",7805687607
"ООО ""БУХТА""",7806106492
"ООО ""БАРСУМ""",7806324677
"ООО ""4ЛОГИСТИК""",7806591930
"ООО ""АЙТИ ДЛЯ РИТЕЙЛА""",7806604674
"ООО ""АЙБУКС""",7807395374
"ООО ""БИАЙЭЙ-ТЕХНОЛОДЖИЗ""",7810385714
"ООО ""БАЕР МАКСПОСТЕР""",7810386041
"ООО ""БФТ-ЭКСПЕРТ""",7810551859
"ООО ""АДВ-ТЕХ""",7810691359
"ООО ""АИС""",7810748735
"ООО ""ВЕБ ПРОГРАМИНГ""",7810770025
"ООО ""А25.РУ""",7810934386
"ООО ""360 АПП""",7810938415
"ООО ""БЭК СТЭК""",7810956372
"ООО ""АВРОРА""",7811261687
"ООО ""ВИ ДЖИ ДИ АЙ ЛАБС""",7811559032
"ООО ""БЮРО ГИПЕРБОРЕЯ""",7811603041
"ООО ""АРКАДА""",7811690319
"ООО ""ВАЙСКОД""",7811717828
"ООО ""БАЛТКОД""",7811718331
"ООО ""БИНАНТ""",7811723973
"ООО ""АЙТИ ПЛАН""",7813227307
"ООО ""АЛЬТЕК""",7813299125
"ООО ""АДРИВЕР""",7813378916
"ООО ""3Д ИННОВАЦИИ""",7813498963
"ООО ""АССИНО КОНСАЛТИНГ РУС""",7813550691
"АО ""МОЙ СПОРТ""",7813652372
"ООО ""БЫНДЮСОФТ ПИТЕР""",7813670043
"АО ""НПП ТЕЛДА""",7814125731
"ООО ""АНАЛИТ ИНЖИНИРИНГ""",7814311128
"ООО ""АВТОШКОЛА СВЕТОФОР""",7814481962
"ООО ""АДМА""",7814542870
"ООО ""АВРОРА""",7814803144
"ООО ""АЙТИМ""",7814810303
"ООО ""ВЕСТПОЛИС СТУДИО""",7814837560
"ООО ""ВЕЙВАКСЕСС""",7816162143
"ООО ""АЙТИ АВИА""",7816226206
"ООО ""БАЛАНС""",7816321770
"ООО ""АЙ ТИ ФАБРИКА""",7816528729
"ООО ""БАЙКАЛ""",7816718582
"ООО ""АДМИН-СПБ""",7816733598
"АО ""ИК ""НЕОТЕК МАРИН""",7817045749
"ООО ""АБСОЛЮТСОФТ""",7819311234
"ООО ""АРГУН-СОФТ""",7820317505
"ЗАО""ВЭБ ХОСТИНГ""",7826728815
"ООО ""БАЛТИНФО""",7838004119
"ООО ""АЛТУ СИСТЕМС""",7838092676
"ООО ""БЕЛЛ ЛАБС""",7838103832
"ООО ""БЛЭК МЕСА АЙТИ""",7838107523
"ООО ""АЙВИТИ""",7838117056
"ООО ""АТ ДЕВЕЛОПМЕНТ""",7838119920
"АО ""АКСИОМ""",7838124039
"ООО ""БТ""",7838509374
"ООО ""АЙТИ РЕШЕНИЯ""",7839118239
"ООО ""ВЕБТЕХРАЗРАБОТКА""",7839123408
"ООО ""АРТ ДЕКО""",7839124137
"ООО ""АЙТИ КОМПАС""",7839133533
"ООО ""АЙБИКОН-ПРОЕКТ""",7839322690
"ООО ""АВАНГАРД +""",7839375290
"ООО ""АБС""",7840323553
"ООО ""ВЕЙВПОИНТ""",7840475500
"ООО ""АЙ БИ СИСТЕМС САППОРТ""",7840483638
"ООО ""ВЕЙВАКСЕСС СЕРВИС""",7840515640
"ООО ""АЛЬФА ПОЛИТЕХ""",7841096720
"ООО ""БЛЕКХАБ ГЕЙМС""",7841098558
"АО ""ОС ГРУП""",7841378185
"ООО ""ВАС ЭКСПЕРТС""",7841476577
ООО БИЗНЕС КОННЕКТ,7842170479
"ООО ""АЙПРО-ТЕХНОЛОГИИ""",7842204110
"ООО ""ТАРАСОФТ""",8300003984
"ООО ""ХОРОШИЕ ЛЮДИ""",8601044590
"ООО ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""СИСТЕМЫ УПРАВЛЕНИЯ""",8601050770
"ООО ""ТРИД МЕДИА""",8601051678
"ООО ""РЦР""",8601070374
"МКУ ""УИТС Г. СУРГУТА""",8602002546
"ООО ""ЦЕНТР УПРАВЛЕНИЯ БИЗНЕСОМ""",8602008844
"ООО ""МЕДИНФОЦЕНТР""",8602013964
"ООО ""ОКРУЖНОЙ МЕДИНФОЦЕНТР""",8602014936
"ООО ""НОВЫЕ ОПТОВЫЕ СИСТЕМЫ""",8602050638
"ИНФОРМБЮРО, ООО",8602104555
"ООО ""АЙТИ КАПИТАЛ""",8602185265
"ООО ""ИНФОТЕХ""",8602235879
"ООО ""АСПИ""",8602252659
"ООО ""АРПИКОН""",8602304716
"ООО ""КОНТЕКСТ ПРОГРАММНЫЕ РЕШЕНИЯ""",8602307844
"ООО ""ДОТСОЛЮШН""",8602309464
"ООО ""КОНСУЛЬТАНТ ПЛЮС ЮГРА""",8603041717
"ООО ""СЦСО ""НАДЕЖДА""",8603106555
"ООО ""ИНТЕЛ-СЕРВИС""",8603124378
"ООО ""КОМТЕК""",8603145603
"ООО ""ВЕРОН""",8603170430
"ООО ""НВ-АСУПРОЕКТ""",8603186007
"ООО ""АЙТИ-СЕРВИС""",8603187353
"ООО ""АСУНЕФТЬ-ИНФОРМ""",8603206302
"ООО ""АЙТИЖЕН""",8603244234
"ООО ""ДЖИДИЭС""",8603250196
"ООО ""ЮГРА-СЕРВИС""",8604046490
"ООО ""РОССИ""",8604058248
"ООО "" ДЕВЕСК """,8608052857
"ООО ""СИСТЕМЫ УЧЕТА""",8609322376
"ООО ""ГАРАНТ-ЮГОРСК""",8622006972
"ООО ""ТЕРРИТОРИЯ ПРАВА""",8901014388
"ООО ""НПО КОНСУЛЬТАНТ""",9102000180
"ООО ""БИЗНЕСТУГОУ""",9102000863
"ООО ""ГАЛИОН-ИТ""",9102001384
"ООО ""АЙДИЭС ВОРЛД""",9102010371
"ООО ""ЛАБОРАТОРИЯ ФОРТ КРЫМ""",9102017306
"ООО ""ВЕСЕННИЕ ТЕХНОЛОГИИ""",9102049097
"ООО ИЦ ""ТАВРИДА""",9102199222
"ООО ""ПОРТАЛ-СЕРВИС КРЫМ""",9102203239
"ООО ""ФОРТ КРЫМ""",9102238954
"ООО ""ШЕР ГРУПП""",9102259672
"ООО ""ЛОТОС""",9102267360
"ООО ""ВИБУРН""",9102283273
"ООО ""КУЛЬТУРА КОДА""",9102285320
"ООО ""АГРОСЕРВИС""",9109017577
"ООО ""МИЛЛЕНИУМ""",9200002354
"ООО ""РИКИ""",9200003245
"ООО ""АЙТИПЕЛАГ""",9200009374
"ООО ""ГЛОБАЛ ИНТЕРНЕТ РЕШЕНИЯ""",9200010267
"ООО ""АЛЬТЕРНАТИВНЫЕ-ТЕХНОЛОГИИ""",9200013420
"ООО ""ПЛАНЕТА УЧЁТА""",9200016251
"ООО ""ЭЙЛАРК""",9200019904
"ООО ""ГРАДИЕНТЪ""",9200020201
"ООО ""СОФТЛАЙТ""",9201508513
"ООО ""ЦИФРОВОЙ ГОРОД""",9201530068
"ООО ""АДОМ СОФТ""",9201532548
"ООО ""ЭТР""",9203539274
"ООО ""ЛОГИКА РАСЧЁТОВ""",9203545060
"ООО ""АЛВИОН ЕВРОПА""",9204001129
"ООО ""ДДОС-ГВАРД""",9204005780
"ООО ""ЦЕНТР АВТОМАТИЗАЦИИ ""КУТУЗОВ""",9204012924
"ООО ""1С-РАРУС ЦЕНТР РАЗРАБОТКИ""",9204014449
"ООО ""БЦ  ""КОНСАЛТ""",9204016069
"ООО ""СОЛАРЛАБ""",9204560423
"ООО ""КОНТЕКСТ-ИТ""",9204567186
"ООО ""КРЫМ ДИДЖИТАЛ ГРУП""",9204570196
"ООО ""ВЦ ""БИНАНТ""",9303032128
"ООО ""НАСКА""",9309014615
"ООО ""Л-СОФТ""",9403015895
"ООО ""АВАНКОР КОНСАЛТИНГ""",9701048575
"ООО ""АВТОРАПОРТ""",9701071800
"ООО ""АБР ТЕХ""",9701125798
"АО ""ССПБ""",9701151149
"АО ""ИНТЕГРАЛ-АНАЛИТИКС""",9701237188
"АО ""ОВЕРТЭК ГРУПП""",9701281765
"ООО ""АЙКОМ""",9702002333
"ООО ""АЙТИ СФЕРА ПЛЮС""",9702047535
"АО ""ЛАБОРАТОРИЯ ИСПОЛКОМ""",9703047337
"АО ""ИТ КОСМОС""",9703062977
"АО ""ВИСОФТ""",9703115080
"АО ""ЭЙЛЕР АНАЛИТИЧЕСКИЕ ТЕХНОЛОГИИ""",9703170348
"ООО ""АВИБУС""",9703179580
"ООО ""АЙВА""",9704034651
"ООО ""АЙ ТИ ОСНОВА""",9704120075
"АО ""АРТЕНЕСИ""",9704140723
"АО ""ГРУППА КОМПАНИЙ ""ВЕСТЛИНК""",9705074872
"АО ""НТЦ ЕЭС ИНФОРМАЦИОННЫЕ КОМПЛЕКСЫ""",9705140500
"ООО ""АДВ ЛОНЧПЭД""",9705141342
"АО ""АВИАКОД""",9705202267
"ООО ""АИХАБ""",9706048191
"АО ""ТИЛЬДА ПАБЛИШИНГ""",9707041449
"АО ""АНЛИМИТЕД ПРОДАКШЕН""",9707047232
"ООО ""АЙТИ ЛАБ РЕАЛТИ""",9709038032
"АО ""СТОРК МОБАЙЛ""",9709056105
"ООО""АБИТ ТЕХНОЛОДЖИС""",9709079423
"ООО ""АВСТРОМИРТУС""",9709101301
"АО ""ОСТ""",9709108924
"АО ""БУДУЩЕЕ""",9709109340
"ООО ""АБД""",9710013723
"ООО ""АЙТИ МЕГАСТАР""",9710023898
"ООО ""АЙТИ ТЕХНОЛОДЖИС""",9710071235
"ООО ""2С""",9710079001
"АО ""ФЭЙТ""",9710079788
"ООО ""42""",9710084876
"ООО ""АВИТО ТЕХ""",9710089440
"АО ""ТЕРАПЛАН""",9710092588
"АО ""ИЦР""",9710095388
"АО ""ЗАЩИЩЕННЫЕ ПРОГРАММНЫЕ СИСТЕМЫ""",9710100704
"ООО ""1С ПРО КОНСАЛТИНГ""",9713015920
"ООО ""АБ""",9714016644
"АО ""СОЛАР СЕКЬЮРИТИ""",9714069290
"ООО ""АДВИЛАБС-РУС""",9715008290
"АО ""ОБЪЕДИНЕННЫЕ ЦИФРОВЫЕ СЕТИ""",9715011173
"ООО ""АДВЕНТУМ ЛАБ""",9715391655
"АО ""ГЕКТАСОФТ""",9715401984
"ООО ""АИФОТОЛК""",9715413179
"ООО ""1С-БСЛ""",9715435824
"ООО ""АЙТИ ИННОВАЦИЯ""",9715458250
"АО ""МЕДИАПРО""",9715460690
"АО ""ЭДС""",9715475552
"ООО ""АЙТИКЬЮ ПРО""",9717094288
"АО ""АТОЛ ПЭЙ""",9717109181
"АО ""ПЛОРУМ""",9718136597
"ООО ""АЙТИ ТАРГЕТ СЕРВИС""",9718177593
"ООО ""АБЕЛИМ""",9719015475
"ООО ""А2 КОД""",9719022828
"ООО ""АБ СИСТЕМ-ГРУПП""",9721049295
"ООО ""100БАЛЛЬНЫЙ РЕПЕТИТОР""",9721218842
"ООО ""36.6 ТЕХНОЛОГИИ""",9722024712
"ООО ""АЙСМАРТ""",9723047085
"ООО ""АДЖАСП""",9723090764
"ООО ""АЙТИ ГАРД""",9723111478
"ООО ""1ЕРП""",9723176203
"АО ""СФ СИСТЕМА""",9723203190
"АО ""ИНДУСТРИАЛЬНЫЕ ТЕХНОЛОГИИ""",9723205310
"АО ""ПРОЕКТНЫЕ РЕШЕНИЯ""",9723212684
"АО ""АЛИАСОФТ""",9723215967
"АО ""ТЕХПРОЕКТЫ""",9724134541
"ООО ""АЙТИ-ЛИНК""",9725010933
"ООО ""АЙТИИНС""",9725036770
"ООО ""АЙТИ-СФЕРА""",9725038632
"АО ""ЦИФРОВЫЕ ТЕХНОЛОГИИ ЗДОРОВЬЯ""",9725045510
"ООО ""3 БИЗНЕС СИСТЕМЫ""",9725080810
"ООО ""АБСОЛЮТ ТЕХНОЛОГИИ""",9725081941
"ООО ""АЙТИСМ""",9725100739
"ООО ""АБСОЛЮТ ДИДЖИТАЛ""",9725160329
"АО ""ИННОЦИФРА""",9726009948
"АО ""АТЛАНТИС""",9726028027
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОУЛАНГ ТЕХНОЛОГИИ""",9726075620
"ООО ""АГРОИНТЕЛЛЕКТ""",9728026586
ОВЕРТИМ ООО,9729004419
"ООО ""АВИЛЛИКС""",9729279526
"ООО ""АДАПТИВНЫЕ ТЕХНОЛОГИИ РАЗВИТИЯ""",9729292654
"ООО ""АВТОБАН-ДИДЖИТАЛ""",9729292703
"ООО ""АЙТИ.АГ""",9729303426
"АО ""СТА""",9729333879
"АО ""ЭКЗОСОФТ""",9731012897
"ООО ""10Х ИТ - РЕШЕНИЯ""",9731014380
"АО ""ФЭСКОМ""",9731032759
"ООО ""АЙ ДИ ЭФ ЛАБ""",9731041552
"ООО ""АЙТЕЗ""",9731052064
"АО ""ЛАБОРАТОРИЯ ЦИФРОВОГО РАЗВИТИЯ""",9731063700
"АО ""АГРОТАРГЕТ""",9731077012
"ООО ""АЙТИСПОРТС""",9731077855
"ООО ""АЙТИ 13""",9731084098
"АО ""АГРОБРОКЕР""",9731086673
"АО ""СМАРТРЕЙС""",9731088529
"АО ""КНОПКА""",9731093039
"АО ""ЗАРЯД!""",9731132249
